mapby,p,comm,size,latency,min,max,iterations,p50,p95,p99
core,17,16,4096,4.37,3.18,10.33,1000,4.32,4.57,6.98
core,17,16,8192,7.98,6.86,15.31,1000,7.51,8.76,11.62
core,17,16,16384,15.38,13.03,35.01,1000,15.21,16.09,21.85
core,17,16,32768,31.39,26.19,77.39,1000,31.02,33.59,42.46
core,17,16,65536,66.82,54.34,173.30,1000,62.96,73.46,86.87
core,17,16,131072,130.57,105.08,332.30,1000,127.28,141.85,147.63
core,17,16,262144,403.44,44.04,722.01,1000,403.41,414.22,418.64
core,17,16,524288,803.52,91.18,1431.31,1000,803.55,821.99,830.51
core,17,16,1048576,1463.99,164.10,2640.63,1000,1457.35,1518.09,1548.59
core,18,17,1,0.68,0.37,1.37,1000,0.66,0.97,1.16
core,18,17,2,0.68,0.37,1.36,1000,0.65,0.99,1.15
core,18,17,4,0.68,0.37,1.43,1000,0.65,0.98,1.11
core,18,17,8,0.68,0.35,1.33,1000,0.66,0.99,1.11
core,18,17,16,0.69,0.37,1.32,1000,0.67,0.98,1.12
core,18,17,32,0.70,0.38,1.25,1000,0.67,0.99,1.13
core,18,17,64,0.71,0.39,1.26,1000,0.69,1.01,1.17
core,18,17,128,0.86,0.37,1.77,1000,0.85,1.13,1.27
core,18,17,256,0.94,0.37,3.31,1000,0.92,1.21,1.35
core,18,17,512,1.01,0.40,3.81,1000,0.98,1.27,1.39
core,18,17,1024,1.14,0.46,4.57,1000,1.09,1.44,1.58
core,18,17,2048,1.79,0.74,7.50,1000,1.73,2.13,3.01
core,18,17,4096,4.23,2.77,10.90,1000,4.17,4.57,6.94
core,18,17,8192,7.81,4.22,16.60,1000,7.56,8.82,11.45
core,18,17,16384,15.80,7.10,37.19,1000,15.59,16.49,22.94
core,18,17,32768,32.31,14.07,81.39,1000,31.98,34.41,42.53
core,18,17,65536,67.49,27.48,180.31,1000,64.61,74.49,106.93
core,18,17,131072,134.58,55.14,342.97,1000,132.93,146.17,151.92
core,18,17,262144,356.18,41.61,654.61,1000,357.10,363.84,372.98
core,18,17,524288,815.27,79.03,1504.52,1000,814.38,836.87,852.58
core,18,17,1048576,1599.90,149.73,2915.02,1000,1598.18,1629.45,1648.07
core,19,18,1,0.72,0.37,1.54,1000,0.70,1.00,1.24
core,19,18,2,0.72,0.41,1.54,1000,0.71,1.05,1.18
core,19,18,4,0.71,0.38,1.58,1000,0.69,0.98,1.15
core,19,18,8,0.73,0.40,1.56,1000,0.71,1.04,1.19
core,19,18,16,0.71,0.37,1.55,1000,0.69,1.00,1.13
core,19,18,32,0.73,0.40,1.42,1000,0.72,1.01,1.18
core,19,18,64,0.73,0.38,1.43,1000,0.71,1.03,1.19
core,19,18,128,0.90,0.63,1.97,1000,0.88,1.18,1.32
core,19,18,256,0.98,0.57,3.56,1000,0.96,1.24,1.35
core,19,18,512,1.05,0.67,4.14,1000,1.03,1.37,1.54
core,19,18,1024,1.13,0.56,4.90,1000,1.10,1.43,1.60
core,19,18,2048,1.91,1.01,8.21,1000,1.82,2.29,3.13
core,19,18,4096,4.39,2.34,11.90,1000,4.33,4.69,7.13
core,19,18,8192,8.15,5.56,17.51,1000,7.87,9.37,12.05
core,19,18,16384,16.27,10.27,38.76,1000,16.05,17.16,23.93
core,19,18,32768,33.62,20.17,86.40,1000,33.20,35.82,46.18
core,19,18,65536,74.71,40.65,193.62,1000,69.90,80.95,99.34
core,19,18,131072,152.60,78.60,366.69,1000,151.54,163.26,168.81
core,19,18,262144,466.97,42.21,843.43,1000,466.61,475.52,480.62
core,19,18,524288,928.69,87.85,1680.11,1000,928.01,947.26,956.28
core,19,18,1048576,2181.12,179.82,3947.96,1000,2176.88,2210.39,2258.04
core,20,19,1,0.70,0.33,1.52,1000,0.69,0.96,1.07
core,20,19,2,0.70,0.35,1.55,1000,0.69,0.95,1.09
core,20,19,4,0.70,0.35,1.57,1000,0.68,0.94,1.11
core,20,19,8,0.71,0.37,1.50,1000,0.69,0.97,1.10
core,20,19,16,0.70,0.35,1.49,1000,0.68,0.94,1.08
core,20,19,32,0.73,0.37,1.41,1000,0.70,0.96,1.10
core,20,19,64,0.73,0.35,1.43,1000,0.71,1.00,1.11
core,20,19,128,0.86,0.48,2.37,1000,0.84,1.17,1.31
core,20,19,256,0.95,0.47,3.97,1000,0.94,1.27,1.38
core,20,19,512,1.02,0.49,4.42,1000,1.01,1.31,1.55
core,20,19,1024,1.14,0.59,5.21,1000,1.12,1.47,1.65
core,20,19,2048,1.86,0.80,8.52,1000,1.79,2.20,3.05
core,20,19,4096,4.68,2.23,12.45,1000,4.60,5.15,7.52
core,20,19,8192,8.59,4.47,18.29,1000,8.31,9.80,12.94
core,20,19,16384,17.37,11.86,41.56,1000,17.16,18.06,24.88
core,20,19,32768,35.47,27.48,92.32,1000,35.03,38.12,48.27
core,20,19,65536,77.07,58.24,203.14,1000,70.92,82.55,103.72
core,20,19,131072,158.66,107.47,389.97,1000,157.32,170.97,177.87
core,20,19,262144,474.66,41.71,861.15,1000,474.70,484.88,489.99
core,20,19,524288,951.64,74.94,1758.55,1000,950.15,971.89,982.74
core,20,19,1048576,2305.26,164.27,4194.37,1000,2301.02,2333.30,2381.23
core,21,20,1,0.68,0.40,1.61,1000,0.67,0.92,1.06
core,21,20,2,0.67,0.37,1.58,1000,0.66,0.91,1.06
core,21,20,4,0.68,0.40,1.57,1000,0.66,0.92,1.03
core,21,20,8,0.68,0.37,1.62,1000,0.66,0.93,1.06
core,21,20,16,0.67,0.39,1.53,1000,0.66,0.91,1.05
core,21,20,32,0.69,0.38,1.46,1000,0.68,0.90,1.04
core,21,20,64,0.70,0.38,1.48,1000,0.69,0.92,1.08
core,21,20,128,0.87,0.53,2.48,1000,0.86,1.12,1.27
core,21,20,256,0.96,0.52,4.17,1000,0.95,1.21,1.38
core,21,20,512,1.01,0.56,4.65,1000,1.00,1.27,1.40
core,21,20,1024,1.14,0.65,5.48,1000,1.13,1.41,1.61
core,21,20,2048,1.98,0.89,9.32,1000,1.92,2.31,3.34
core,21,20,4096,4.93,3.82,13.25,1000,4.90,5.27,7.91
core,21,20,8192,9.17,7.42,19.83,1000,8.86,10.45,13.47
core,21,20,16384,18.45,16.12,44.76,1000,18.20,20.07,26.66
core,21,20,32768,37.66,31.87,98.30,1000,37.10,40.64,52.81
core,21,20,65536,80.10,67.04,225.40,1000,75.41,89.87,111.09
core,21,20,131072,152.05,127.93,416.94,1000,150.56,165.69,168.48
core,21,20,262144,476.09,38.29,881.09,1000,475.54,483.94,488.58
core,21,20,524288,931.28,72.89,1729.30,1000,929.23,956.86,971.08
core,21,20,1048576,1804.41,129.74,3392.79,1000,1801.66,1835.57,1857.52
core,22,21,1,0.78,0.35,1.88,1000,0.76,1.03,1.20
core,22,21,2,0.76,0.37,1.82,1000,0.74,1.01,1.15
core,22,21,4,0.77,0.38,1.84,1000,0.76,1.01,1.15
core,22,21,8,0.76,0.36,1.82,1000,0.75,1.02,1.19
core,22,21,16,0.76,0.38,1.83,1000,0.75,1.02,1.21
core,22,21,32,0.78,0.40,1.71,1000,0.77,1.05,1.16
core,22,21,64,0.79,0.38,1.73,1000,0.78,1.04,1.19
core,22,21,128,0.92,0.52,2.85,1000,0.91,1.18,1.31
core,22,21,256,1.02,0.55,4.56,1000,1.00,1.28,1.40
core,22,21,512,1.07,0.60,5.07,1000,1.06,1.34,1.46
core,22,21,1024,1.19,0.67,5.89,1000,1.17,1.45,1.60
core,22,21,2048,2.04,0.89,9.89,1000,1.96,2.38,3.37
core,22,21,4096,5.04,3.13,14.20,1000,4.95,5.48,8.46
core,22,21,8192,9.30,4.72,20.62,1000,8.98,10.58,14.20
core,22,21,16384,18.80,8.01,47.31,1000,18.56,20.14,27.44
core,22,21,32768,38.53,15.86,102.82,1000,38.07,41.27,52.22
core,22,21,65536,82.22,33.05,224.62,1000,77.54,90.77,109.96
core,22,21,131072,159.07,66.33,434.86,1000,157.44,172.29,176.29
core,22,21,262144,498.38,41.53,928.68,1000,497.93,505.47,509.95
core,22,21,524288,966.75,78.58,1809.72,1000,965.77,985.79,1003.09
core,22,21,1048576,1813.74,133.03,3431.64,1000,1810.82,1847.90,1880.73
core,23,22,1,0.85,0.35,2.16,1000,0.84,1.10,1.28
core,23,22,2,0.85,0.37,2.12,1000,0.83,1.10,1.23
core,23,22,4,0.85,0.38,2.11,1000,0.83,1.11,1.24
core,23,22,8,0.85,0.37,2.10,1000,0.84,1.11,1.28
core,23,22,16,0.85,0.38,2.14,1000,0.83,1.12,1.29
core,23,22,32,0.85,0.39,2.04,1000,0.84,1.10,1.28
core,23,22,64,0.87,0.45,2.14,1000,0.85,1.12,1.28
core,23,22,128,0.96,0.50,3.50,1000,0.95,1.23,1.40
core,23,22,256,1.07,0.51,5.07,1000,1.04,1.34,1.53
core,23,22,512,1.12,0.54,5.73,1000,1.10,1.39,1.59
core,23,22,1024,1.23,0.59,6.61,1000,1.20,1.51,1.73
core,23,22,2048,2.14,0.79,10.71,1000,2.07,2.55,3.58
core,23,22,4096,5.12,2.55,15.24,1000,5.01,5.64,8.63
core,23,22,8192,9.67,5.88,22.12,1000,9.30,11.16,14.77
core,23,22,16384,19.23,11.29,49.96,1000,18.99,20.30,28.38
core,23,22,32768,40.23,22.55,109.26,1000,39.48,44.21,55.07
core,23,22,65536,87.92,45.64,240.74,1000,84.77,99.11,111.92
core,23,22,131072,177.15,89.99,456.70,1000,175.68,190.96,193.59
core,23,22,262144,498.51,36.18,941.20,1000,498.74,506.89,511.20
core,23,22,524288,978.30,65.03,1860.79,1000,977.06,999.20,1010.47
core,23,22,1048576,1873.84,117.76,3588.44,1000,1870.88,1897.20,1927.08
core,24,23,1,0.82,0.34,2.25,1000,0.81,1.08,1.22
core,24,23,2,0.83,0.34,2.21,1000,0.81,1.09,1.21
core,24,23,4,0.83,0.35,2.25,1000,0.83,1.07,1.20
core,24,23,8,0.82,0.33,2.20,1000,0.81,1.09,1.23
core,24,23,16,0.84,0.33,2.25,1000,0.82,1.09,1.28
core,24,23,32,0.78,0.35,2.12,1000,0.77,1.03,1.16
core,24,23,64,0.86,0.38,2.16,1000,0.84,1.12,1.24
core,24,23,128,0.90,0.48,3.64,1000,0.88,1.19,1.32
core,24,23,256,0.98,0.48,5.44,1000,0.96,1.27,1.39
core,24,23,512,1.05,0.52,6.01,1000,1.02,1.33,1.44
core,24,23,1024,1.20,0.59,7.01,1000,1.16,1.49,1.68
core,24,23,2048,2.19,0.77,11.42,1000,2.13,2.60,3.84
core,24,23,4096,5.36,1.98,16.17,1000,5.28,5.84,8.71
core,24,23,8192,10.09,5.11,23.26,1000,9.75,11.43,16.13
core,24,23,16384,20.10,15.64,52.40,1000,19.81,21.36,29.17
core,24,23,32768,41.92,30.96,121.34,1000,40.89,45.67,56.89
core,24,23,65536,89.58,66.83,248.73,1000,83.18,97.68,112.79
core,24,23,131072,189.61,121.66,479.43,1000,188.53,201.78,209.04
core,24,23,262144,517.20,39.93,978.99,1000,516.97,529.62,535.72
core,24,23,524288,984.46,75.35,1874.75,1000,983.46,1005.51,1027.56
core,24,23,1048576,1950.29,132.16,3741.62,1000,1948.85,1975.75,2006.48
core,25,24,1,0.71,0.28,2.45,1000,0.69,0.95,1.08
core,25,24,2,0.69,0.26,2.39,1000,0.68,0.93,1.03
core,25,24,4,0.70,0.27,2.42,1000,0.70,0.94,1.05
core,25,24,8,0.70,0.27,2.34,1000,0.70,0.94,1.07
core,25,24,16,0.73,0.27,2.39,1000,0.72,0.97,1.12
core,25,24,32,0.70,0.29,2.49,1000,0.69,0.95,1.12
core,25,24,64,0.74,0.30,2.48,1000,0.74,1.02,1.14
core,25,24,128,0.86,0.47,4.01,1000,0.82,1.15,1.36
core,25,24,256,0.93,0.48,5.74,1000,0.90,1.15,1.27
core,25,24,512,1.01,0.51,6.56,1000,0.98,1.24,1.34
core,25,24,1024,1.17,0.61,7.48,1000,1.13,1.44,1.63
core,25,24,2048,2.19,0.94,12.10,1000,2.13,2.51,3.96
core,25,24,4096,5.64,3.99,17.21,1000,5.59,6.05,9.10
core,25,24,8192,10.84,9.37,24.75,1000,10.38,12.08,16.28
core,25,24,16384,21.54,18.40,56.77,1000,21.07,23.57,31.97
core,25,24,32768,45.84,36.78,132.82,1000,42.78,46.81,66.13
core,25,24,65536,90.98,75.10,259.89,1000,87.01,99.57,111.41
core,25,24,131072,177.81,140.41,506.27,1000,175.05,191.28,204.09
core,25,24,262144,529.66,34.56,1006.98,1000,529.40,537.49,541.58
core,25,24,524288,1051.61,61.96,2018.70,1000,1050.43,1075.83,1097.76
core,25,24,1048576,2015.53,120.81,3889.45,1000,2011.83,2043.96,2086.17
core,26,25,1,0.85,0.30,2.68,1000,0.84,1.13,1.28
core,26,25,2,0.87,0.35,2.66,1000,0.86,1.15,1.30
core,26,25,4,0.85,0.32,2.68,1000,0.85,1.13,1.29
core,26,25,8,0.85,0.29,2.72,1000,0.83,1.13,1.26
core,26,25,16,0.86,0.32,2.71,1000,0.84,1.14,1.30
core,26,25,32,0.86,0.35,2.65,1000,0.85,1.14,1.30
core,26,25,64,0.87,0.35,2.77,1000,0.85,1.16,1.31
core,26,25,128,0.99,0.48,4.18,1000,0.96,1.27,1.44
core,26,25,256,1.10,0.52,6.31,1000,1.06,1.37,1.54
core,26,25,512,1.15,0.57,7.07,1000,1.11,1.39,1.56
core,26,25,1024,1.31,0.64,7.96,1000,1.28,1.59,1.94
core,26,25,2048,2.31,0.91,12.96,1000,2.27,2.61,3.83
core,26,25,4096,5.81,3.56,18.59,1000,5.73,6.22,9.33
core,26,25,8192,10.88,6.31,26.38,1000,10.54,12.21,17.19
core,26,25,16384,21.62,10.25,59.17,1000,21.23,24.41,29.39
core,26,25,32768,45.21,21.16,137.87,1000,43.73,51.35,74.07
core,26,25,65536,92.85,45.59,264.41,1000,89.72,104.36,109.78
core,26,25,131072,182.54,90.96,521.28,1000,180.89,195.75,199.38
core,26,25,262144,551.35,34.67,1057.06,1000,551.59,560.52,564.09
core,26,25,524288,1050.53,62.49,2023.65,1000,1049.16,1068.44,1101.33
core,26,25,1048576,2112.66,119.55,4089.70,1000,2108.11,2141.14,2178.88
core,27,26,1,1.00,0.31,3.07,1000,0.99,1.29,1.43
core,27,26,2,0.91,0.33,2.78,1000,0.90,1.28,1.50
core,27,26,4,1.02,0.29,3.10,1000,1.01,1.34,1.50
core,27,26,8,1.00,0.35,3.10,1000,0.97,1.32,1.61
core,27,26,16,0.98,0.19,2.94,1000,0.97,1.28,1.47
core,27,26,32,0.99,0.32,2.92,1000,0.99,1.29,1.39
core,27,26,64,0.96,0.33,2.83,1000,0.95,1.26,1.44
core,27,26,128,0.95,0.41,4.70,1000,0.92,1.23,1.37
core,27,26,256,1.27,0.55,6.68,1000,1.26,1.60,1.74
core,27,26,512,1.32,0.57,7.20,1000,1.32,1.61,1.71
core,27,26,1024,1.42,0.64,8.70,1000,1.41,1.67,1.87
core,27,26,2048,2.39,0.85,13.99,1000,2.34,2.73,4.02
core,27,26,4096,6.10,2.66,20.19,1000,6.01,6.61,10.11
core,27,26,8192,11.22,7.66,27.63,1000,10.82,12.73,17.37
core,27,26,16384,22.84,15.46,63.46,1000,21.89,25.56,34.62
core,27,26,32768,48.22,31.75,151.38,1000,45.28,55.43,76.33
core,27,26,65536,97.03,62.52,272.11,1000,95.87,108.42,115.84
core,27,26,131072,200.56,126.14,545.92,1000,198.73,213.82,218.53
core,27,26,262144,566.13,35.93,1085.41,1000,565.92,573.60,580.63
core,27,26,524288,1069.10,64.35,2058.38,1000,1067.27,1092.45,1124.41
core,27,26,1048576,2055.84,119.08,3973.23,1000,2046.33,2087.16,2116.88
core,28,27,1,0.95,0.23,3.10,1000,0.92,1.27,1.45
core,28,27,2,0.94,0.23,3.08,1000,0.91,1.25,1.48
core,28,27,4,0.96,0.23,3.07,1000,0.94,1.30,1.54
core,28,27,8,0.95,0.22,3.07,1000,0.93,1.27,1.47
core,28,27,16,0.94,0.23,3.01,1000,0.92,1.25,1.44
core,28,27,32,0.92,0.25,3.00,1000,0.91,1.24,1.46
core,28,27,64,0.94,0.27,3.04,1000,0.91,1.25,1.41
core,28,27,128,1.08,0.47,5.20,1000,1.06,1.39,1.56
core,28,27,256,1.16,0.46,7.23,1000,1.15,1.44,1.67
core,28,27,512,1.21,0.52,7.88,1000,1.19,1.47,1.73
core,28,27,1024,1.41,0.59,9.13,1000,1.37,1.73,2.03
core,28,27,2048,2.60,0.77,14.72,1000,2.53,3.01,4.51
core,28,27,4096,6.37,1.76,20.16,1000,6.25,6.86,10.59
core,28,27,8192,11.84,5.92,29.50,1000,11.29,13.24,17.53
core,28,27,16384,23.50,16.63,66.44,1000,22.90,26.96,34.49
core,28,27,32768,49.42,37.76,159.02,1000,47.21,58.73,76.04
core,28,27,65536,98.46,77.22,289.39,1000,95.67,110.58,115.46
core,28,27,131072,200.71,153.20,575.79,1000,198.79,217.77,231.96
core,28,27,262144,590.46,35.66,1134.14,1000,591.53,600.38,606.65
core,28,27,524288,1129.18,66.50,2185.81,1000,1128.30,1146.61,1166.73
core,28,27,1048576,2184.31,122.93,4243.07,1000,2180.73,2212.25,2243.87
core,29,28,1,0.92,0.20,3.79,1000,0.85,1.21,1.41
core,29,28,2,0.87,0.21,3.13,1000,0.84,1.18,1.46
core,29,28,4,0.88,0.21,3.16,1000,0.85,1.17,1.34
core,29,28,8,0.89,0.21,3.15,1000,0.86,1.22,1.42
core,29,28,16,0.90,0.21,3.14,1000,0.87,1.22,1.38
core,29,28,32,0.90,0.23,3.22,1000,0.87,1.21,1.51
core,29,28,64,0.91,0.25,3.20,1000,0.89,1.22,1.39
core,29,28,128,1.09,0.37,5.91,1000,1.06,1.36,1.59
core,29,28,256,1.14,0.37,7.92,1000,1.13,1.38,1.66
core,29,28,512,1.22,0.42,8.58,1000,1.20,1.44,1.67
core,29,28,1024,1.44,0.54,9.82,1000,1.39,1.71,2.14
core,29,28,2048,2.71,1.01,16.08,1000,2.64,3.06,5.05
core,29,28,4096,6.71,5.08,22.67,1000,6.61,7.26,11.18
core,29,28,8192,12.37,10.28,35.19,1000,11.98,14.08,18.70
core,29,28,16384,24.48,18.59,71.32,1000,23.77,27.81,38.01
core,29,28,32768,52.28,37.97,170.19,1000,48.99,58.76,82.20
core,29,28,65536,100.44,76.78,297.93,1000,98.47,114.07,117.20
core,29,28,131072,202.90,159.32,605.09,1000,198.65,216.39,250.63
core,29,28,262144,610.58,35.59,1177.61,1000,610.57,623.07,627.70
core,29,28,524288,1142.30,62.92,2215.59,1000,1141.20,1163.85,1188.82
core,29,28,1048576,2198.02,119.42,4270.22,1000,2194.57,2221.08,2278.06
core,30,29,1,1.05,0.20,3.69,1000,1.01,1.38,1.65
core,30,29,2,1.03,0.20,3.68,1000,1.00,1.40,1.65
core,30,29,4,1.04,0.20,3.60,1000,1.02,1.40,1.67
core,30,29,8,1.03,0.20,3.55,1000,1.01,1.36,1.60
core,30,29,16,1.02,0.21,3.54,1000,0.99,1.39,1.62
core,30,29,32,1.03,0.23,3.60,1000,1.00,1.35,1.53
core,30,29,64,1.03,0.23,3.50,1000,1.00,1.37,1.60
core,30,29,128,1.24,0.33,6.74,1000,1.22,1.58,1.78
core,30,29,256,1.30,0.35,8.41,1000,1.29,1.59,1.80
core,30,29,512,1.38,0.40,9.21,1000,1.34,1.65,2.01
core,30,29,1024,1.56,0.45,10.54,1000,1.52,1.89,2.23
core,30,29,2048,2.82,0.82,17.66,1000,2.74,3.23,5.03
core,30,29,4096,6.74,3.84,26.72,1000,6.66,7.19,11.17
core,30,29,8192,12.45,5.37,37.89,1000,12.07,14.20,19.00
core,30,29,16384,25.63,10.01,80.69,1000,24.77,29.06,36.09
core,30,29,32768,54.29,18.23,177.63,1000,50.76,61.91,77.68
core,30,29,65536,104.11,39.93,311.42,1000,102.61,116.19,123.33
core,30,29,131072,211.26,82.53,624.89,1000,207.19,225.22,277.39
core,30,29,262144,640.82,43.91,1222.60,1000,640.97,651.28,658.31
core,30,29,524288,1460.48,88.54,2803.99,1000,1458.43,1480.45,1505.98
core,30,29,1048576,3094.17,195.87,5951.46,1000,3089.42,3122.14,3169.40
core,31,30,1,1.11,0.24,3.76,1000,1.08,1.49,1.72
core,31,30,2,1.09,0.22,3.80,1000,1.06,1.45,1.71
core,31,30,4,1.07,0.23,3.71,1000,1.04,1.42,1.75
core,31,30,8,1.07,0.23,3.71,1000,1.04,1.41,1.67
core,31,30,16,1.09,0.23,3.72,1000,1.05,1.48,1.73
core,31,30,32,1.07,0.27,3.81,1000,1.04,1.42,1.80
core,31,30,64,1.09,0.26,3.76,1000,1.06,1.44,1.78
core,31,30,128,1.24,0.29,6.96,1000,1.21,1.57,1.73
core,31,30,256,1.32,0.30,8.86,1000,1.30,1.62,1.87
core,31,30,512,1.38,0.36,9.52,1000,1.36,1.67,1.97
core,31,30,1024,1.57,0.45,11.02,1000,1.54,1.86,2.31
core,31,30,2048,2.97,0.72,18.41,1000,2.93,3.23,5.21
core,31,30,4096,7.13,2.57,27.80,1000,7.03,7.53,12.41
core,31,30,8192,13.21,7.74,42.54,1000,12.79,14.75,18.44
core,31,30,16384,26.27,14.10,86.83,1000,25.19,29.52,38.19
core,31,30,32768,55.54,28.51,185.52,1000,52.72,62.05,77.01
core,31,30,65536,117.03,57.62,327.77,1000,113.82,129.80,138.33
core,31,30,131072,232.69,115.11,647.86,1000,228.77,247.62,276.53
core,31,30,262144,667.17,44.38,1271.06,1000,667.62,680.81,686.75
core,31,30,524288,1265.18,84.47,2420.05,1000,1263.19,1287.71,1311.43
core,31,30,1048576,2403.66,146.30,4633.74,1000,2399.82,2431.13,2466.00
core,32,31,1,1.33,0.44,4.49,1000,1.30,1.77,1.97
core,32,31,2,1.32,0.46,4.46,1000,1.29,1.69,1.92
core,32,31,4,1.33,0.42,4.52,1000,1.31,1.74,1.95
core,32,31,8,1.34,0.45,4.42,1000,1.32,1.69,1.90
core,32,31,16,1.34,0.44,4.46,1000,1.31,1.79,1.99
core,32,31,32,1.30,0.48,4.55,1000,1.26,1.67,1.89
core,32,31,64,1.34,0.47,4.61,1000,1.30,1.76,2.04
core,32,31,128,1.41,0.60,7.69,1000,1.38,1.72,1.96
core,32,31,256,1.51,0.64,9.76,1000,1.48,1.84,2.09
core,32,31,512,1.56,0.66,10.33,1000,1.53,1.84,2.03
core,32,31,1024,1.81,0.74,11.95,1000,1.78,2.09,2.65
core,32,31,2048,3.65,1.10,26.34,1000,3.30,3.78,5.83
core,32,31,4096,7.73,3.83,33.44,1000,7.48,8.10,12.79
core,32,31,8192,14.70,9.54,52.99,1000,14.61,15.69,18.97
core,32,31,16384,27.00,18.06,100.18,1000,25.94,30.33,39.85
core,32,31,32768,55.60,36.71,181.19,1000,54.44,62.86,71.15
core,32,31,65536,120.55,74.19,343.37,1000,119.29,134.35,142.00
core,32,31,131072,253.83,147.53,678.51,1000,249.10,278.27,380.16
core,32,31,262144,692.61,44.46,1319.85,1000,692.98,705.05,712.41
core,32,31,524288,1308.45,81.68,2500.07,1000,1306.97,1336.35,1365.36
core,32,31,1048576,2490.96,152.29,4761.89,1000,2476.55,2519.96,2560.21
core,33,32,1,1.24,0.41,2.29,1000,1.22,1.60,1.83
core,33,32,2,1.27,0.43,2.29,1000,1.24,1.70,1.97
core,33,32,4,1.24,0.46,2.25,1000,1.22,1.62,1.88
core,33,32,8,1.28,0.46,2.17,1000,1.25,1.76,2.00
core,33,32,16,1.27,0.44,2.19,1000,1.22,1.74,2.09
core,33,32,32,1.22,0.45,2.03,1000,1.18,1.64,1.85
core,33,32,64,1.22,0.44,2.00,1000,1.20,1.56,1.79
core,33,32,128,1.38,0.60,5.13,1000,1.35,1.78,2.04
core,33,32,256,1.42,0.62,6.27,1000,1.39,1.81,2.13
core,33,32,512,1.46,0.64,6.79,1000,1.43,1.85,2.17
core,33,32,1024,1.82,0.78,12.11,1000,1.66,2.12,2.56
core,33,32,2048,3.53,1.06,22.15,1000,3.15,3.58,5.72
core,33,32,4096,7.51,4.23,22.69,1000,7.34,7.96,12.01
core,33,32,8192,14.85,10.29,33.92,1000,14.72,16.21,23.55
core,33,32,16384,27.58,19.34,84.87,1000,26.30,31.69,47.15
core,33,32,32768,57.55,46.56,161.87,1000,55.84,64.60,73.39
core,33,32,65536,117.89,94.56,334.47,1000,115.29,132.34,142.75
core,33,32,131072,258.16,187.40,679.81,1000,256.62,282.73,310.16
core,33,32,262144,728.13,44.08,1369.71,1000,715.79,731.99,739.58
core,33,32,524288,1356.18,79.08,2578.36,1000,1354.55,1383.46,1407.33
core,33,32,1048576,2785.63,149.66,5309.58,1000,2782.56,2815.04,2860.76
core,34,33,1,1.27,0.44,2.61,1000,1.25,1.70,1.94
core,34,33,2,1.26,0.54,2.45,1000,1.24,1.62,1.79
core,34,33,4,1.21,0.47,2.48,1000,1.18,1.56,1.89
core,34,33,8,1.26,0.44,2.53,1000,1.21,1.69,1.94
core,34,33,16,1.31,0.46,2.43,1000,1.26,1.82,2.04
core,34,33,32,1.23,0.54,2.11,1000,1.21,1.55,1.78
core,34,33,64,1.29,0.56,2.23,1000,1.25,1.69,1.92
core,34,33,128,1.69,0.64,13.54,1000,1.42,1.83,4.27
core,34,33,256,1.56,0.64,8.27,1000,1.48,1.92,2.13
core,34,33,512,1.65,0.68,10.76,1000,1.50,1.88,2.12
core,34,33,1024,1.74,0.72,9.94,1000,1.67,2.01,2.59
core,34,33,2048,3.45,1.09,17.00,1000,3.33,3.72,5.91
core,34,33,4096,7.52,3.52,22.67,1000,7.40,8.09,12.90
core,34,33,8192,14.76,7.65,35.86,1000,14.87,15.86,20.02
core,34,33,16384,28.47,12.56,80.83,1000,26.73,31.52,38.61
core,34,33,32768,61.68,26.25,168.27,1000,59.20,68.82,73.75
core,34,33,65536,124.39,66.48,346.91,1000,121.46,139.11,154.74
core,34,33,131072,257.18,136.88,703.93,1000,252.86,283.62,302.13
core,34,33,262144,751.84,45.40,1409.57,1000,752.04,766.18,773.67
core,34,33,524288,1484.10,82.27,2811.49,1000,1482.30,1507.91,1533.47
core,34,33,1048576,2901.15,152.46,5495.71,1000,2886.72,2917.09,2978.28
core,35,34,1,1.26,0.38,2.61,1000,1.24,1.62,1.89
core,35,34,2,1.25,0.40,2.47,1000,1.23,1.59,1.80
core,35,34,4,1.25,0.38,2.51,1000,1.21,1.63,1.93
core,35,34,8,1.25,0.39,2.50,1000,1.22,1.60,1.81
core,35,34,16,1.27,0.42,2.47,1000,1.25,1.63,1.82
core,35,34,32,1.25,0.42,2.24,1000,1.22,1.59,1.87
core,35,34,64,1.26,0.40,2.33,1000,1.24,1.60,1.79
core,35,34,128,1.48,0.60,6.09,1000,1.44,1.84,2.05
core,35,34,256,1.56,0.60,8.38,1000,1.50,1.86,2.04
core,35,34,512,1.82,0.64,15.69,1000,1.55,1.90,2.31
core,35,34,1024,1.87,0.70,13.26,1000,1.72,2.07,2.66
core,35,34,2048,3.41,1.05,15.62,1000,3.32,3.76,5.85
core,35,34,4096,7.65,2.91,22.75,1000,7.57,8.20,10.55
core,35,34,8192,15.54,8.51,46.38,1000,15.33,16.63,23.51
core,35,34,16384,29.71,17.95,90.95,1000,28.41,34.26,50.23
core,35,34,32768,61.94,40.59,173.30,1000,60.60,70.68,80.75
core,35,34,65536,131.94,87.06,362.68,1000,129.31,149.41,156.40
core,35,34,131072,274.26,173.32,728.86,1000,268.75,305.53,325.93
core,35,34,262144,783.66,44.55,1469.34,1000,773.38,787.04,802.35
core,35,34,524288,1539.64,80.90,2908.86,1000,1537.58,1563.19,1592.88
core,35,34,1048576,2996.22,151.13,5678.79,1000,2992.56,3027.62,3074.70
